tic_id,signal_num,period,epoch,depth,duration,sde,fap,method,filepath
38846515,1,2.85224019564766,1329.5893819264388,0.0075238288818677,0.1382618675817755,12.104632390205127,4.990776735915157e-34,tls,C:\Users\siddh\OneDrive\Desktop\bah\data\processed\TIC_38846515_s0001_processed.pkl
391949880,1,4.933628209066892,1328.1365687812468,0.0003158088774359,0.0904099820210347,10.193693488171988,1.057850101519772e-24,tls,C:\Users\siddh\OneDrive\Desktop\bah\data\processed\TIC_391949880_s0001_processed.pkl
403224672,1,1.0085331192112388,1325.5329557051791,0.0002098034647084,0.0654452331561521,11.924577200952516,4.406515451232853e-33,tls,C:\Users\siddh\OneDrive\Desktop\bah\data\processed\TIC_403224672_s0001_processed.pkl
405425498,1,4.225644545796302,1328.5196868267165,0.0004571434315571,0.1093731172312212,8.26875679216694,6.768154170766303e-17,tls,C:\Users\siddh\OneDrive\Desktop\bah\data\processed\TIC_405425498_s0001_processed.pkl
410153553,1,0.926522737273924,1325.7203425726727,0.0043802786967913,0.0213041903630572,13.14616934175668,8.950824885140878e-40,tls,C:\Users\siddh\OneDrive\Desktop\bah\data\processed\TIC_410153553_s0001_processed.pkl
410153553,2,0.926522737273924,1326.1829653945913,0.0035674424555003,0.024934055713201,15.544417088020593,8.679744791645107e-55,tls,C:\Users\siddh\OneDrive\Desktop\bah\data\processed\TIC_410153553_s0001_processed.pkl
425934411,1,0.8532132766595188,1325.4915134287896,0.0239752283625644,0.0330241630209981,14.666855178615624,5.255234326012925e-49,tls,C:\Users\siddh\OneDrive\Desktop\bah\data\processed\TIC_425934411_s0001_processed.pkl
50309953,1,3.521438473138141,1326.4597589221253,0.0006014832274437,0.0992561502121888,9.553265219528429,6.283582580367678e-22,tls,C:\Users\siddh\OneDrive\Desktop\bah\data\processed\TIC_50309953_s0001_processed.pkl
51912829,1,0.8349638719323201,1325.9015112354843,0.0025082999476006,0.0531743687332509,12.96206656908342,1.0038245112780675e-38,tls,C:\Users\siddh\OneDrive\Desktop\bah\data\processed\TIC_51912829_s0001_processed.pkl
51912829,2,0.8349638719323201,1325.4884697427972,0.0006554357144964,0.0528323201952402,10.921490385664134,4.549515075502905e-28,tls,C:\Users\siddh\OneDrive\Desktop\bah\data\processed\TIC_51912829_s0001_processed.pkl
52368076,1,2.328327480455154,1327.4518260376817,0.000540349988336,0.0721866912012372,7.567364676647581,1.9043579596559272e-14,tls,C:\Users\siddh\OneDrive\Desktop\bah\data\processed\TIC_52368076_s0001_processed.pkl
55650590,1,0.7366073912505747,1327.7599025557345,0.0013473566307088,0.0443258896000245,7.848530995602387,2.1046929841414315e-15,tls,C:\Users\siddh\OneDrive\Desktop\bah\data\processed\TIC_55650590_s0001_processed.pkl
70440470,1,3.0398339130123477,1326.7250977374829,0.015471667062749,0.0992254458534109,10.972500053970538,2.590971910462318e-28,tls,C:\Users\siddh\OneDrive\Desktop\bah\data\processed\TIC_70440470_s0001_processed.pkl
89020549,1,2.108089033376866,1326.9074682722758,0.0011358231213181,0.0880551638793885,10.628336557903603,1.1000069419818707e-26,tls,C:\Users\siddh\OneDrive\Desktop\bah\data\processed\TIC_89020549_s0001_processed.pkl
92352620,1,3.951672185279031,1328.2113937914626,0.0018451601324144,0.0369003088934145,16.796805336338007,1.2877355679812342e-63,tls,C:\Users\siddh\OneDrive\Desktop\bah\data\processed\TIC_92352620_s0001_processed.pkl
97409519,1,3.371878370503288,1340.547627530751,0.0157263230425391,0.0915429233691808,13.199695215443809,4.4045372131987055e-40,tls,C:\Users\siddh\OneDrive\Desktop\bah\data\processed\TIC_97409519_s0001_processed.pkl
