toi,tid,tfopwg_disp,sectors,pl_orbper,pl_trandep,pl_rade
1840.01,165987272,KP,,7.8456075,7020.0,14.2866
1841.01,168699373,KP,,4.3011975,22050.0,15.3684
1842.01,404505029,CP,,9.5739531,3170.0,12.4956
1843.01,258871793,FP,,9.1469122,8770.0961182,12.7002634
1844.01,198108326,KP,,3.2130578,22530.0,11.0975
1845.01,272758199,PC,,3.6610026,18701.4218317,13.3480688
1846.01,198385543,CP,,3.9306746,1637.1984269,1.7902006
1847.01,54002556,KP,,35.4557945,9890.0,8.9807
1847.02,54002556,PC,,12.7645811,3000.0,4.21676
1848.01,219824469,FP,,5.4809161,2770.0,8.64837
1797.01,368435330,CP,,3.6451549,780.0,2.99324
1797.02,368435330,CP,,1.0376109,210.0,1.53671
1798.01,198153540,CP,,8.0214735,882.3089291,2.3381058
1798.02,198153540,CP,,0.4378083,290.8856184,1.374002
1799.01,8967242,CP,,7.093853,284.2381135,1.6277147
180.01,51912829,APC,,0.8353899,2265.3656619,10.0508253
1800.01,17993892,KP,,4.1244833,9590.0,12.4249
1801.01,119584412,CP,,10.6439385,1240.0,1.98891
1802.01,138762614,PC,,16.7961107,1816.2755985,2.5066457
1803.01,144401492,PC,,12.8858629,3170.0,4.21693
1803.02,144401492,PC,,6.2932111,1810.0,2.98555
1804.01,148679712,PC,,4.9246365,803.0,2.74529
1805.01,165763244,PC,,24.0510453,1194.9103544,2.9822257
1806.01,166648874,CP,,15.1512051,4955.304292,2.8411799
1806.02,166648874,PC,,8.1960758,4699.5344472,2.7663658
1806.03,166648874,PC,,0.5019031,1536.5683135,1.8451862
1807.01,180695581,CP,,0.54937,370.0,1.53904
1808.01,307734817,FP,,2.1075001,4256.1743008,11.7706128
1809.01,347329162,KP,,4.6170519,12210.0,12.4681
181.01,76923707,CP,,4.5320502,7809.0577339,7.4398434
1810.01,373693175,KP,,1.3273482,18850.0,15.4709
1811.01,376524552,CP,,3.7130701,19610.0,11.7215
1812.01,207425167,PC,,,9219.8978429,7.0430812
1812.02,207425167,PC,,11.6098182,1391.5795455,2.7371461
1812.03,207425167,PC,,48.3320223,4780.0505501,5.0923959
1813.01,377290815,FP,,0.798,190.0,2.95586
1814.01,160440924,PC,,6.3684627,461.2506691,5.1407901
1815.01,233720539,FP,,2.555332,6550.0,20.5128
1816.01,237108272,FA,,22.7873,410.0,2.42982
1817.01,285094173,PC,,13.3983724,1329.4475111,6.0631073
1818.01,330799746,PC,,5.5115114,3342.8070054,10.0325305
1819.01,341815767,FA,,3.09374,150.0,1.72207
182.01,76989773,APC,,1.7691703,8744.2377032,10.9185355
218.01,32090583,PC,,0.4384814,486.4774785,0.6505972
218.02,32090583,PC,,8.3522143,3924.642229,1.8017268
2180.01,298663873,CP,,260.1740061,4747.959592,11.3192423
2181.01,233068569,PC,,8.379057,2930.0,4.97002
2182.01,268823307,KP,,3.5484481,7022.0056891,15.2165016
2183.01,1715469662,PC,,6.5011256,4370.0,
2184.01,176956893,CP,,6.9067868,1751.7778572,13.4176028
2185.01,355096431,PC,,7.2147718,8580.1836801,10.1239555
2186.01,238171173,PC,,4.476922,9095.8829177,14.3955457
2187.01,270472265,PC,,2.7492277,11250.0,12.683
2188.01,260797169,PC,,3.735051,8964.0239073,14.2690959
2189.01,270342589,PC,,4.4343277,13087.3233045,11.8751226
219.01,260609205,FP,,4.4617755,18854.6431909,31.9660922
2190.01,389421473,PC,,5.3160704,14202.6126293,19.5006469
2191.01,262471759,PC,,4.0115394,14587.5117969,15.3487909
2192.01,277890574,PC,,6.2643442,10552.2490654,11.6261491
2409.01,321068176,FA,,12.9696927,4085.6845383,6.1709882
241.01,77031414,KP,,1.3866519,14246.4665531,12.9811619
2410.01,248391319,APC,,0.7988525,1700.0,4.00703
2411.01,10837041,CP,,0.7827075,526.867675,1.7489088
2411.02,10837041,PC,,13.0512115,1504.0309564,2.6431243
2411.03,10837041,PC,,19.8889892,1931.1636544,3.1059979
2412.01,684936227,FA,,15.29859,1187.0,
2413.01,206498307,FP,,13.4190392,4668.5368695,12.4259675
2414.01,237320326,KP,,1.7771109,14073.5021163,12.9084635
2415.01,161223358,PC,,0.5153654,37197.8857871,12.0910878
2416.01,237922465,CP,,8.2754608,6510.0,11.5451
2417.01,49617263,FP,,4.83266,830.0,4.9031
2418.01,65347776,FP,,25.86696,2240.0,7.41184
2419.01,358248442,PC,,18.8812961,915.0,3.61081
242.01,120585579,FP,,6.340315,25410.703288,20.517917
2420.01,268532343,CP,,5.84259,2670.0,11.8252
2421.01,70524163,CP,,4.3474,3520.0,10.753
2650.01,453100296,PC,,2.229735,6708.4441146,12.7809294
2651.01,29830212,FP,,7.3164282,37130.0,17.3698
2652.01,372852036,PC,,2.484912,7950.0,
2653.01,149394317,APC,,0.9270535,1640.0,
2654.01,200805484,PC,,2.967599,10410.0,8.00413
2655.01,166851829,PC,,4.7277153,4000.0,6.45464
2656.01,231065398,PC,,7.7898378,11390.0,9.36784
2657.01,160004025,PC,,2.7985528,12220.0,12.3741
2658.01,31634579,PC,,8.8759249,25757.0688203,16.5775949
2659.01,147456499,PC,,1.2558789,22260.0,14.1053
266.01,164767175,CP,,10.7511248,586.0959345,2.0836101
266.02,164767175,CP,,19.6050966,590.7656874,1.9806229
2660.01,372817671,PC,,5.0183771,2500.0,10.7644
2661.01,144125079,PC,,3.6257584,10450.0,12.2058
2662.01,423672208,PC,,3.790687,15240.0,12.9604
2663.01,423666115,APC,,0.58228,3170.0,7.80197
2664.01,277871306,FP,,3.9602774,6193.0,24.4489
2665.01,186936449,PC,,2.8456505,2681.0,6.4972
2666.01,170889511,APC,,,22040.0,16.6553
1970.01,162695785,PC,,2.5599667,11049.7594662,17.5040682
1971.01,253132689,FP,,3.217824,1288.0,5.84702
1972.01,267414551,PC,,4.7631,850.0,4.06445
1973.01,47617161,PC,,3.9194856,5155.2335962,
1974.01,295562522,APC,,5.438218,7830.0,14.7798
1975.01,467281353,FP,,2.8319354,780.0,4.18335
1976.01,329888006,APC,,7.6943096,7400.0,
1977.01,383531859,FP,,17.0614756,2730.0,17.1048027
1978.01,458856474,FP,,6.081043,15384.1717123,20.7861513
1979.01,458857720,FP,,1.30924,3370.0,
198.01,12421862,CP,,10.2152025,960.5475682,1.4000951
1980.01,127793615,FP,,9.27898,9020.0,15.0807
1981.01,378613125,PC,,2.4763492,593.0,4.72716
1982.01,437329044,PC,,17.1725007,3610.0,9.89011
1983.01,89535068,FP,,6.1110945,1098.152672,5.873208
1984.01,162246865,FP,,0.5646193,510.0,3.01498
1985.01,469212332,APC,,30.7864669,8750.0,23.8125
1986.01,468997317,APC,,7.5043829,12479.7176832,
2193.01,401604346,CP,,2.1223673,8056.3340252,12.9814367
2194.01,271478281,CP,,15.3419095,683.0,1.7005
2195.01,24695044,PC,,4.164514,7675.7705005,8.9598265
2196.01,372172128,CP,,1.1953968,1127.2344564,3.5030245
2197.01,389352124,KP,,4.954648,7357.0,13.0889
2198.01,100566492,KP,,4.9549631,8236.2566801,18.4504689
2199.01,369455629,KP,,3.3771114,4515.155077,8.6110106
220.01,150098860,CP,,10.6953065,927.7984537,2.7442433
2200.01,142105158,PC,,2.9360281,6790.0,7.18912
2201.01,219306934,PC,,1.3477642,762.0,6.61528
2202.01,358107516,CP,,11.9124942,19304.2778014,11.3754057
2203.01,355600246,APC,,3.05631,17308.3639678,20.0727443
2204.01,467971286,KP,,2.2250514,13144.590055,10.0926189
2205.01,260298958,FP,,0.8891483,44722.5890994,14.8249782
2206.01,381856447,KP,,1.7690121,10110.2139841,10.5045599
2207.01,90850770,CP,,8.000489,4606.7419685,10.9709265
2422.01,29919341,APC,,18.23603,3090.0,10.0179
2423.01,197807043,PC,,,12640.0,14.2836
2424.01,313891529,FP,,12.3750537,4155.6104825,17.1909846
2425.01,248387177,PC,,50.6939885,11200.0,8.48837
2426.01,97486178,PC,,4.08165,460.0,2.38239
2427.01,142937186,CP,,1.30613,560.0,1.99844
2428.01,274193763,APC,,7.57017,1500.0,
2429.01,420051632,PC,,7.0846492,591.5301151,2.1949984
243.01,149010208,APC,,3.4373093,15017.9801247,25.668105
2430.01,23170835,PC,,1.10071,680.0,4.67495
2431.01,258804746,CP,,0.224195,540.0,5.59553
2432.01,347553438,PC,,1.82738,870.0,8.96794
2433.01,405763009,PC,,,3377.1602587,1.8103101
2434.01,155001079,APC,,1.3808138,329.1752026,7.5531443
2435.01,298164705,PC,,,1840.1196782,3.7761104
2436.01,154568734,PC,,,367.8233419,2.4101533
2437.01,251094370,PC,,5.1660127,1263.5326305,4.1062551
2438.01,686072378,FP,,1.9426003,504062.379922,
2667.01,348684813,FP,,7.7517472,861.0,11.6856
2668.01,192076548,PC,,1.1159326,840.0,6.17322
2669.01,348835438,CP,,6.203496,810.0,9.93735
267.01,166836920,KP,,5.7525804,5301.7998237,12.6101982
2670.01,190721237,PC,,12.9281223,4105.1705253,9.974436
2671.01,190081497,FP,,3.1630387,1130.0,6.82612
2672.01,129372561,APC,,10.7189647,7404.3059814,22.4497849
2673.01,1018843,PC,,1.9126596,372.0,2.2474
2674.01,434496663,APC,,7.2972359,3780.0,13.2402
2675.01,179033846,FP,,1.476869,2670.0,13.2219
2676.01,420016507,PC,,3.4082154,10060.0,16.7879
2677.01,398736713,PC,,6.4967452,4930.0,19.5904
2678.01,354517490,PC,,3.4523955,13260.0,10.2673
2679.01,323295908,PC,,3.8539027,14520.0,11.8808
268.01,219253008,PC,,5.0661803,1586.711889,8.5410184
2680.01,219366908,FP,,0.6293198,3730.0,4.46635
2681.01,209408136,PC,,3.1292868,7430.0,12.0419
2682.01,200803270,PC,,2.5981987,14260.0,11.5397
1987.01,349088467,APC,,2.5861562,2218.2234099,13.5186329
1988.01,161156159,FP,,2.2818488,1483.0,7.2854
1989.01,324395151,FP,,3.4551479,5191.7260014,
199.01,309792357,CP,,104.8724252,11850.1557451,10.0519638
1990.01,457939414,FP,,3.7899524,4345.4373432,11.7871267
1991.01,82707763,FP,,6.6570835,7164.0,14.8934
1992.01,147340931,FP,,4.3114812,6360.0,16.7632
1993.01,453464017,FP,,3.9416903,12840.0,19.6321
1994.01,445903569,CP,,4.0337201,2868.0,11.5159
1995.01,299023386,PC,,3.1056464,800.0,13.2277
1996.01,275384718,FP,,7.72433,7120.0,20.0285
1997.01,142378043,PC,,1.8359766,1073.0,5.11603
1998.01,429295277,FP,,1.10833,1060.0,4.58274
1999.01,447206604,APC,,7.2133579,8814.0,21.2234
200.01,410214986,CP,,8.1382222,3852.0299874,6.1757682
2000.01,371188886,CP,,9.1270519,4568.0,8.34235
2000.02,371188886,CP,,3.098367,496.0,2.47118
2001.01,118084044,PC,,2.7435213,1518.9012847,22.0496668
2208.01,38680052,PC,,0.6743453,103652.0705638,12.4716613
2209.01,271806353,PC,,3.4391152,12391.7493402,13.6350253
221.01,316937670,FP,,0.62425,954.060325,1.671618
2210.01,317089588,PC,,12.7846809,19658.0816662,11.7994875
2211.01,212253390,CP,,3.0926858,272.6778328,1.6256227
2212.01,280803917,PC,,5.1293855,9414.7547938,8.9112749
2213.01,406318573,PC,,5.179282,5746.9651279,9.3730831
2214.01,272236017,PC,,2.4156482,3550.0,
2215.01,425561347,CP,,5.7772122,1470.3821261,2.8693434
2216.01,39018923,PC,,5.6807412,1892.9692302,6.2844217
2217.01,234330672,PC,,3.8300359,7753.4083536,11.7278481
2218.01,348995212,APC,,0.3456911,2800.0,10.1929
2219.01,278138619,PC,,10.1688722,7366.339761,12.8424534
222.01,144440290,FP,,,5530.0,8.85869
2220.01,150437346,PC,,1.3926549,7098.4535786,13.3635819
2221.01,441420236,CP,,8.4536777,2872.2887525,4.0269258
2439.01,274194927,PC,,14.3614789,2859.7577713,5.0510341
244.01,118327550,CP,,7.397216,953.5477499,1.2711131
2440.01,129839175,APC,,0.6461571,6290.6211389,15.3572514
2441.01,219175972,PC,,12.8900899,3520.6971104,2.9698317
2441.02,219175972,PC,,5.5514857,1282.3227899,2.0319062
2442.01,168871868,FP,,17.1217196,131000.0,10.2267
2443.01,318753380,CP,,15.6692322,1393.3814802,2.6868893
2444.01,29959760,APC,,1.6473887,32325.7685306,15.7358835
2445.01,439867639,CP,,0.3711334,2322.6218151,1.4062147
2446.01,142868621,PC,,18.685862,1215.9529886,4.2075538
2447.01,1167538,CP,,,8735.0,10.2185
2448.01,231721005,FP,,9.0182016,492.0,3.54998
2448.02,231721005,PC,,19.757918,456.5966807,3.8341179
2449.01,170729775,CP,,16.6542431,10168.0,11.9082
245.01,154618248,PC,,8.7709021,1107.0,12.5053
2450.01,408114363,PC,,17.8832414,6750.4878782,6.4171164
2683.01,200320748,PC,,1.5292851,2800.0,12.6875
2684.01,161568891,PC,,2.4756487,4370.0,5.25914
2685.01,161479081,PC,,3.4711465,10070.0,11.1759
2686.01,159989004,PC,,3.5746058,6040.0,11.6965
2687.01,155993822,PC,,4.0944492,5890.0,12.8011
2688.01,98728690,PC,,2.1415519,1060.0,4.72287
2689.01,92363023,PC,,3.4180406,5200.0,6.58171
269.01,220479565,CP,,3.6977167,4755.6707294,2.942044
2690.01,92359852,PC,,4.1549988,13830.0,
2691.01,71345362,PC,,3.8821916,2670.0,5.57096
2692.01,38399060,PC,,3.6506781,20370.0,12.1655
2693.01,30016082,PC,,1.3225635,13750.0,11.5804
2694.01,146467673,APC,,1.6375324,11120.0,
2695.01,140284353,APC,,0.5566811,3250.0,13.2433
2696.01,139445621,PC,,6.409365,11300.0,12.1252
2697.01,139445453,PC,,4.3169755,4670.0,10.9284
2698.01,100683605,PC,,3.270563,9670.0,
2699.01,77958378,PC,,5.8259928,12800.0,14.0157
270.01,259377017,CP,,5.6604773,3451.8440419,2.3625955
2002.01,356453768,FP,,2.3330349,2795.0,15.6213
2003.01,58463434,PC,,,3860.0,15.7171
2004.01,439610306,FP,,1.79988,180.0,3.32197
2005.01,147660886,PC,,17.3057923,2807.066874,12.4978402
2006.01,41173048,FA,,6.40938,280.0,10.1474
2007.01,219466784,PC,,,912.2762923,3.1563904
2008.01,70887357,FP,,723.8345008,3119.2983693,13.1361697
2009.01,243187830,PC,,1071.0898448,865.169438,2.2407785
201.01,350618622,CP,,52.9787392,6568.9620749,11.7138711
201.02,350618622,PC,,5.8492379,109.0,1.18919
2010.01,26547036,CP,,1134.6723963,11679.2159464,11.7582195
2011.01,136916387,KP,,11.5778362,217.3994918,1.5422129
2011.02,136916387,KP,,27.5920718,555.3352929,2.7050278
2011.03,136916387,KP,,,195.1972939,1.6208326
2012.01,138294130,KP,,3.0565259,8800.0,15.1633
2013.01,188589164,CP,,2.6162769,1120.6014184,1.0972867
2014.01,198588220,KP,,4.8099755,6965.0,22.6223
2222.01,306510653,PC,,2.245686,12629.5662854,17.3839178
2223.01,273695332,PC,,6.9309657,6887.4200394,13.513657
2224.01,388198242,PC,,0.5055105,2269.199137,4.9709812
2225.01,271891552,PC,,3.5775562,4060.0,
2226.01,403135192,PC,,0.9017685,958.0,4.77441
2227.01,405425498,APC,,4.2217717,594.0,2.81922
2227.02,405425498,APC,,11.5472009,663.4411526,3.1457403
2228.01,61733521,FP,,3.36296,750.0,2.69668
2229.01,143410850,PC,,4.98668,860.0,5.51463
223.01,326453034,FA,,14.445918,1273.806981,3.290507
2230.01,129432342,FP,,1.79217,1710.0,21.4342
2231.01,100504381,FA,,5.46278,2982.0,19.5752
2232.01,439444938,PC,,11.45959,650.0,
2233.01,421455387,APC,,2.50876,5830.0602325,11.5931606
2234.01,271491157,APC,,2.91615,2280.0,13.4791
2235.01,267093376,APC,,17.14012,2180.0,8.14257
2236.01,394722182,CP,,3.5315897,7230.0,14.2116
2237.01,389238529,FP,,0.49642,1000.0,5.57222
2451.01,4294779,FP,,0.3438892,24850.3953805,8.5611179
2452.01,219208037,FP,,0.9776805,965.3175192,3.3784252
2453.01,59128183,PC,,4.4414275,3375.8183277,3.0014777
2454.01,67782629,PC,,8.5063687,968.2734253,2.5051088
2455.01,434260570,PC,,4.720489,47110.570638,14.6186346
2456.01,311271011,PC,,,1219.8107094,2.8398685
2457.01,117799904,PC,,14.1993538,1859.1571503,2.7591068
2458.01,449197831,CP,,3.7369689,310.4978088,2.3797323
2459.01,192790476,CP,,19.1047019,1906.0596245,2.9365337
246.01,158623531,KP,,7.8728937,14639.4155321,15.0953
2460.01,454224694,APC,,0.515461,1462.4242309,6.5688522
2461.01,411839167,KP,,6.1802614,5383.8458373,13.7037465
2462.01,248434780,APC,,12.8643168,6907.9754982,17.4453322
2463.01,452375478,PC,,10.6079445,1233.9391066,11.6613557
2464.01,32949762,KP,,3.7684981,19800.0,12.5471
2465.01,146523262,PC,,3.759205,892.1135724,3.1563691
270.02,259377017,CP,,11.3796991,2960.9549482,2.0234009
270.03,259377017,CP,,3.3601671,976.6940501,1.2234666
2700.01,56096837,PC,,4.6636858,11110.0,12.5117
2701.01,44791617,PC,,2.169466,1780.0,5.81205
2702.01,43604949,PC,,1.9422802,8140.0,15.1178
2703.01,43475220,PC,,6.1735306,12950.0,11.2676
2704.01,32677675,PC,,3.6364993,16700.0,16.4306
2705.01,169448771,PC,,18.010652,4580.0,12.5654
2706.01,457202957,PC,,1.8851834,5450.0,17.0369
2707.01,455036659,KP,,4.007232,10360.0,18.1614
2708.01,452810327,FP,,2.3540172,6660.0,14.4919
2709.01,452810326,PC,,2.3540163,10020.0,15.1575
271.01,259511357,APC,,2.475987,471.687985,3.2031207
2710.01,408231638,PC,,10.7448417,38070.0,11.9772
2711.01,396896334,PC,,5.7604868,14580.0,14.0917
2712.01,362026280,PC,,3.078479,5780.0,
2713.01,332660287,FP,,1.2434016,4070.0,5.66309
2714.01,332534326,CP,,2.4993895,10610.0,12.9239
2015.01,368287008,CP,,3.3491408,7210.0,5.37673
2016.01,219508169,PC,,6.8161105,1377.0,2.98458
2016.02,219508169,PC,,2.4590369,1179.0,2.74738
2016.03,219508169,PC,,25.3369848,1330.0,3.23582
2017.01,357416482,FP,,5.49826,12929.0,16.2801
2018.01,357501308,CP,,7.4355709,1310.6803156,2.2761564
2019.01,159781361,CP,,15.3468182,665.0,3.99579
202.01,355509914,PC,,1.7386695,13710.7615026,9.455763
2020.01,39903405,KP,,5.633477,5651.0,13.2583
2021.01,236312126,KP,,3.9415041,21330.0,13.8352
2022.01,11996814,FP,,0.4487349,3572.0328032,5.8054498
2023.01,16884216,APC,,11.1900486,567.7989939,1.6608182
2024.01,255930614,KP,,2.8758831,3152.0,8.33267
2025.01,394050135,CP,,8.8720542,6144.296801,11.9849813
2026.01,407059875,PC,,7.1925327,1180.0,2.5719
2027.01,335996558,FP,,1.46329,750.0,3.54656
2028.01,336456596,FP,,0.77871,670.0,6.16036
2029.01,445254275,FP,,2.57134,920.0,10.7406
2238.01,231077395,PC,,3.3904897,260.0,2.40673
2239.01,388130235,FP,,92.1950921,3760.0,18.9408
224.01,70797900,APC,,705.5844658,101204.8459939,17.179547
2240.01,98494121,FP,,3.06555,2920.0,5.41363
2241.01,96973930,PC,,3.3243,1150.0,21.7252
2242.01,92562123,PC,,6.53144,700.0,6.77621
2243.01,1990842033,APC,,5.41418,7850.0,
2244.01,1989628303,PC,,5.46377,4010.0,12.894
2245.01,278415929,PC,,3.7981107,750.0,4.13478
2246.01,349786918,FP,,2.9663389,192.3691435,2.2297605
2247.01,376168473,FA,,5.41402,7780.0,15.9563
2248.01,179580045,PC,,62.1624516,3710.0,10.3408
2249.01,152714791,FP,,1.27349,920.0,13.6856
225.01,47525799,PC,,,4104.5873474,5.5237367
2250.01,264303333,FP,,0.8153098,189.0,1.19041
2251.01,229715760,PC,,11.5743561,14285.1321998,18.1309835
2252.01,233066156,PC,,12.379649,711.2691437,8.6993926
2253.01,367855829,FA,,85.4244796,1134.2233028,4.4208054
2466.01,293612446,KP,,2.6266983,10650.0,18.7969
2467.01,71013298,PC,,1.7556616,444.0879481,1.7738475
2468.01,31114545,FP,,24.4232697,1920.0,11.2009
2469.01,117843067,FP,,2.3767548,7940.0,23.4044
247.01,160148385,KP,,3.4252563,14223.1726719,14.3752921
2470.01,298981199,PC,,7.1853092,800.0,2.12356
2471.01,71088556,PC,,6.5857043,1420.0,13.2476
2472.01,248650906,PC,,,390.0,3.35556
2473.01,399868187,PC,,1.2311781,3562.0,17.567
2474.01,449257028,PC,,4.278752,220.0,5.33342
2475.01,373453507,FP,,15.7925628,1190.0,4.82429
2476.01,43868600,APC,,3.8865992,590.0,14.0296
2477.01,412054152,PC,,34.7769296,1383.0,12.9584
2478.01,262435954,PC,,2.6473916,568.2994163,2.737769
2479.01,167661160,PC,,36.8382429,965.1649482,3.7858994
248.01,201793781,PC,,5.9910773,389.761105,2.0632548
2480.01,1449756,FP,,11.3543085,2190.0,9.40688
2481.01,262258341,PC,,11.994832,1260.0,3.11124
2715.01,311239796,PC,,4.9640641,4910.0,13.6926
2716.01,284859630,PC,,7.5420435,7720.0,9.55159
2717.01,269077474,FP,,1.3164901,3580.0,11.2218
2718.01,248655096,PC,,2.7625084,16160.0,10.8143
2719.01,176314383,CP,,3.3759446,1270.0,6.03548
272.01,268766053,KP,,3.3098458,19158.8321817,12.4316228
2720.01,169448297,PC,,2.1473577,2300.0,10.0889
2721.01,167714124,PC,,4.162733,12870.0,11.1057
2722.01,153725446,PC,,0.708548,800.0,4.66694
2723.01,152477897,PC,,3.3843865,10730.0,16.224
2724.01,119290630,PC,,1.4875055,44400.0,18.3083
2725.01,100780304,APC,,0.1846924,1390.0,4.10645
2726.01,100589633,PC,,3.9471513,16080.0,18.7538
2727.01,51830822,PC,,0.6711626,2330.0,12.243
2728.01,42763678,PC,,1.7246234,11820.0,15.5191
2729.01,39724477,PC,,4.0350169,25420.0,12.5268
273.01,279740441,FP,,0.7418594,2983.6257317,6.0238347
2730.01,37240067,PC,,2.5082498,16210.0,20.6073
2731.01,34729329,PC,,0.9953936,280.0,1.35321
203.01,259962054,FA,,51.94509,2534.0,0.705818
2030.01,422656370,APC,,1.3254567,3365.0,14.4076
2031.01,470127886,PC,,5.7156075,12240.9298817,13.6015651
2032.01,470159478,APC,,17.0096703,4730.0,13.5294
2033.01,53617134,PC,,18.8243063,1915.0,8.51397
2034.01,427279997,FP,,2.89453,550.0,6.20845
2035.01,53709089,PC,,8.51226,620.0,5.90105
2036.01,368320811,PC,,1.261045,384.0,4.24615
2037.01,405559035,PC,,11.1516668,580.0,2.91771
2037.02,405559035,PC,,5.5470937,550.6948044,2.8717764
2038.01,235937532,APC,,3.7321195,4180.0,19.158
2039.01,237071229,PC,,11.2479927,1277.0,4.96692
204.01,281781375,PC,,43.8297863,647.2685163,2.8243863
2040.01,427730490,PC,,3.8608551,14670.0,11.2224
2041.01,54364414,FP,,1.37477,960.0,3.0101
2042.01,269424395,FP,,2.41872,1160.0,7.23529
2043.01,346929661,PC,,12.0135752,1171.0,3.7307
2044.01,270333769,FP,,4.1207509,973.0,7.46471
2254.01,233688779,PC,,26.4579842,397.0,2.90965
2255.01,265146266,PC,,11.9526103,9860.0,11.4014
2256.01,262880065,PC,,13.9631929,812.9002244,2.3118575
2257.01,198485881,CP,,35.1896444,4524.9353925,2.2253696
2258.01,219821826,FP,,9.6799809,15870.0,14.6081
2259.01,219501568,PC,,16.5899263,642.4369483,5.4428798
226.01,47484268,FP,,,13400.0,4.214299
2260.01,232568235,CP,,0.3524597,305.0,1.76224
2261.01,229787062,PC,,1.9011452,1640.9567262,5.7647423
2262.01,165530380,PC,,1.4937342,172.1998288,1.9361196
2263.01,159400561,PC,,,357.7289632,1.6330887
2264.01,235943205,PC,,121.3342908,1830.5369311,4.1767182
2265.01,310231275,PC,,0.8294084,254.6127529,2.4799192
2266.01,8348911,CP,,2.326343,4153.6144436,1.9763187
2267.01,459837008,CP,,3.4950422,2004.426903,1.2734423
2267.02,459837008,PC,,2.0344366,1142.0994266,0.901106
2267.03,459837008,CP,,2.2891027,1384.622855,0.9131404
2482.01,117938087,PC,,14.9315582,590.0,1.58293
2483.01,219151731,FP,,1.4853364,650.0,4.86539
2484.01,68035559,PC,,8.3272872,2970.0,5.183
2485.01,328934463,CP,,11.2347982,4780.0,12.196
2486.01,369376388,PC,,1.5411764,1510.0,3.17311
2487.01,394346745,PC,,3.4024655,14990.0,15.364
2488.01,139251123,PC,,10.7668398,1933.6811005,10.5027085
2489.01,279327604,APC,,1.426951,2881.7106387,8.8281188
249.01,179985715,PC,,6.6153188,1341.3720224,2.2695325
2490.01,77437543,PC,,,4407.5735305,7.8938765
2491.01,80567842,APC,,5.92777,12984.5364661,20.4068988
2492.01,282498590,FP,,10.1004307,13680.0,17.4827
2493.01,123664207,PC,,,1704.3313705,2.6595119
2494.01,282576340,PC,,8.3761316,9060.0,9.53663
2494.02,282576340,PC,,2.4087648,590.0,2.23597
2495.01,33091590,PC,,7.795385,2783.9129229,1.8939264
2496.01,160328683,PC,,1.5746828,77503.5100766,22.9576146
2767.01,48806546,PC,,0.934057,620.0,13.4544
2768.01,443556801,CP,,1.5080197,1790.0,3.01287
2769.01,443534757,PC,,3.08858,17060.0,
277.01,439456714,CP,,3.9934418,5801.8957159,4.2556645
2770.01,438057373,PC,,4.5697688,9780.0,17.1535
2771.01,437893926,FP,,3.8454384,4590.0,13.6848
2772.01,435934762,PC,,2.8504334,23800.0,
2773.01,420962989,APC,,0.5993364,2180.0,14.3367
2774.01,388934707,PC,,4.4430866,8800.0,21.1475
2775.01,36574157,FP,,3.7804749,22150.0,17.9247
2776.01,35636165,PC,,3.4590552,8820.0,17.1001
2777.01,35483319,PC,,1.9297769,4540.0,7.58229
2778.01,332860211,PC,,4.4445101,16730.0,14.6892
2779.01,319735319,FP,,2.9038027,5860.0,13.4427
278.01,244161191,PC,,0.299039,5780.6664824,2.5153001
2780.01,317546777,PC,,4.9062135,7400.0,17.7815
2781.01,317417916,PC,,2.7636665,6370.0,5.94208
2782.01,306903715,PC,,4.8680805,39314.879177,
2783.01,302976834,PC,,2.3044132,20290.0,22.8234
2045.01,347013211,PC,,9.07763,5912.0,12.6842
2046.01,468574941,CP,,1.4971447,16266.2491958,16.2528494
2047.01,363761216,FP,,7.4072602,14765.0,14.7857
2048.01,159873822,CP,,13.7905315,1140.0,2.60168
2049.01,314835525,PC,,5.30329,1200.0,11.7443
205.01,281575427,PC,,4.2529857,261.1393852,2.1697982
2050.01,316468545,PC,,13.5970194,604.0,2.03572
2051.01,375850439,PC,,1.1633325,384.9566815,5.5717234
2052.01,1100766816,FP,,1.62263,1630.0,4.33692
2053.01,315755496,FP,,4.27808,1096.6013542,17.8096125
2054.01,378355116,FP,,3.5684459,939.0,5.87762
2055.01,322062001,APC,,4.6981739,7417.0,31.434
2056.01,396356111,APC,,10.2207,300.0,2.95608
2057.01,229888286,PC,,5.5986337,2541.1751726,9.9822897
2058.01,326732851,FP,,1.51567,750.0,14.18
2059.01,403308915,FP,,3.7543552,470.0,4.6716
206.01,55650590,CP,,0.7363132,1322.5461054,1.5332682
2060.01,285542903,FP,,2.2657506,388.0,8.00485
2268.01,20203297,PC,,7.1566025,674.5586897,3.1263063
2269.01,441798995,FA,,1.4206036,448.0101837,1.1974247
2269.02,441798995,PC,,2.8411415,530.0,1.42162
2269.03,441798995,PC,,10.4029111,824.1851185,1.8465904
227.01,2760710,FA,,,30400.0,2.432614
2270.01,198178505,PC,,,261.9656428,2.7599934
2271.01,258389327,APC,,26.5456672,8290.0,29.1697
2272.01,265460043,APC,,32.8236817,368.5500142,5.1519952
2273.01,142117976,PC,,46.5710978,328.3531481,2.1305645
2274.01,289164482,CP,,2.6796164,827.5423687,1.8334769
2274.02,289164482,PC,,1.1188024,427.0,1.44009
2275.01,272679240,PC,,20.1546939,1039.4977103,2.3244125
2276.01,198456933,PC,,76.8663962,341.5578492,1.9249103
