TIC,m_TIC,RAJ2000,DEJ2000,pmRA,pmDE,Tmag,BJD0,e_BJD0,Per,e_Per,Morph,Wp-pf,Dp-pf,Phip-pf,Ws-pf,Ds-pf,Phis-pf,Wp-2g,Dp-2g,Phip-2g,Ws-2g,Ds-2g,Phis-2g,TESSebs,Simbad
408512382,1,194.6539382987,-21.7132531366,-26.236,-35.771,10.309,1572.671353,0.0008320935,4.0317118,0.00017807102,0.272,0.036,0.059,0.9998,,,,0.05,0.063,1.0,0.075,0.01,0.5004,TESSebs,Simbad
231093356,1,68.9739295662,-70.2282781313,10.731,14.789,11.067,1599.206483,3.688137e-05,3.4703404,2.209589e-06,0.405,0.05,0.367,1.0,0.05,0.349,0.5,0.07095,0.408,1.0,0.071,0.386,0.5,TESSebs,Simbad
132298139,1,148.4514939285,-52.7683267927,-142.466,197.811,15.09,1552.287527,0.003996459,35.968161,0.0037769992,0.107,,,,,,,0.007046,0.715,0.9999,0.018,0.209,0.1586,TESSebs,Simbad
380127556,1,181.8484636166,-59.9507979135,-22.798,17.736,9.742,1571.140536,0.001135097,0.4510887,3.4022285e-06,0.947,0.207,0.082,0.9995,0.248,0.072,0.499,0.2704,0.098,0.002103,0.212,0.089,0.4992,TESSebs,Simbad
32000625,1,55.9879597069,-71.4790488627,3.6,22.5,11.053,1325.808859,0.0001119845,0.7017512,4.4126137e-07,0.535,0.093,0.069,0.9997,0.094,0.054,0.499,0.1419,0.078,0.9999,0.137,0.063,0.5,TESSebs,Simbad
162305237,1,169.2445960345,-44.1062261197,-13.84,6.758,10.348,1570.940233,0.05201614,0.3371859,1.2961783e-06,0.882,0.249,0.08,0.9996,0.202,0.066,0.528,0.3351,0.178,0.5156,,,,TESSebs,Simbad
345899523,1,192.8902381387,-15.5151974276,-20.315,-0.794,11.312,1576.285328,0.000218671,6.7185621,0.00027663554,0.548,0.089,0.437,1.0,0.089,0.3,0.5,0.1365,0.515,6.165e-05,0.137,0.37,0.5001,TESSebs,Simbad
165456443,1,179.9640972314,-36.1482722027,6.916,-7.122,9.191,1571.917537,0.001354944,4.3139651,0.00020421631,0.301,0.032,0.023,1.0,,,,0.05221,0.029,0.0003685,,,,TESSebs,Simbad
278861826,1,100.6586031034,-56.5418748129,-4.679,31.98,9.87,1544.635262,7.253608e-05,1.0676262,3.4821639e-07,0.533,0.074,0.033,1.0,0.074,0.028,0.5,0.1127,0.037,7.12e-05,0.106,0.033,0.4998,TESSebs,Simbad
229811538,1,198.635676042,-24.1442023244,-10.708,2.776,12.286,1578.395102,0.003084727,11.5402195,0.010852289,0.182,,,0.9929,,,0.719,0.02667,0.02,0.9392,0.026,0.008,0.9994,TESSebs,Simbad
458808688,1,160.9808111033,-56.0256428364,58.737,-6.657,10.936,1571.409934,0.04551155,1.3509634,0.0038855497,0.542,,,0.08225,,,0.521,,,,,,,TESSebs,Simbad
392113518,1,174.3029762214,-67.4111570626,-22.425,2.13,8.915,1571.647422,0.003963087,4.3636178,0.00053383951,0.393,0.05,0.002,0.9935,0.056,0.001,0.405,0.08026,0.002,0.4041,,,,TESSebs,Simbad
467062613,1,167.5758960052,-60.1140664767,-53.187,-3.622,9.219,1571.227699,0.009265153,1.516281,8.8932521e-05,0.565,0.063,0.001,1.008,,,,0.2363,0.003,0.01559,,,,TESSebs,Simbad
321947833,1,175.7053431686,-62.5652730895,-6.614,0.75,8.387,1573.843307,0.1042901,5.4212965,0.0094842465,0.6,0.029,0.012,0.02595,,,,0.2065,0.029,0.006706,,,,TESSebs,Simbad
294191640,1,159.3645186771,-45.3633790407,-31.015,7.121,12.108,1544.934291,0.0002901695,1.5939127,1.2865393e-06,0.511,0.055,0.029,1.0,,,,0.07662,0.034,0.9999,,,,TESSebs,Simbad
350030939,1,114.7655553506,-60.6190307786,-7.378,2.753,9.574,1411.930294,2.166851e-05,1.2209606,7.758743e-07,0.585,0.111,0.097,1.001,0.111,0.082,0.501,0.1698,0.113,0.0008497,0.168,0.098,0.501,TESSebs,Simbad
181150051,1,174.0676015205,-38.0364971047,-37.383,-22.257,9.59,1571.640627,0.01496041,1.0401227,1.9622671e-05,0.513,0.069,0.095,1.014,,,,0.1106,0.168,0.9993,,,,TESSebs,Simbad
415783540,1,184.6239422653,-20.8867986196,-20.274,-10.316,10.76,1570.958885,0.0007378184,0.4337532,6.490588e-05,0.562,,,0.9771,,,0.474,0.1466,0.003,0.5011,0.118,0.003,0.9997,TESSebs,Simbad
167304040,1,98.0075068533,-67.8439446633,-2.591,-4.023,10.266,1549.199829,0.0001255166,5.8191329,1.1266396e-05,0.346,0.049,0.184,1.0,0.057,0.172,0.433,0.07159,0.204,4.198e-06,0.083,0.191,0.4326,TESSebs,Simbad
137136194,1,151.1517442892,-52.0513919955,-32.7,2.1,8.753,1571.562533,0.005407937,3.1306539,4.7413785e-05,0.405,0.033,0.0,1.013,,,,0.06121,0.001,0.01379,,,,TESSebs,Simbad
141975903,1,95.7264788983,-75.0337334481,-6.483,-15.146,10.834,1411.009109,0.0001692312,0.2577022,2.7967491e-08,0.758,0.119,0.099,0.9999,0.117,0.062,0.501,0.3076,0.226,0.9992,0.285,0.191,0.5011,TESSebs,Simbad
124205037,1,196.9905144843,-31.0133501364,-121.856,-40.757,9.759,1570.986027,0.001771286,0.3327345,8.3368541e-07,0.794,0.086,0.052,1.004,,,,0.4088,0.357,0.5041,,,,TESSebs,Simbad
307488184,1,126.2688552946,-67.9759986859,-26.041,77.058,10.406,1447.430101,0.0001495413,10.0668842,1.138118e-05,0.142,0.019,0.155,1.0,0.017,0.017,0.509,0.02757,0.161,3.169e-05,0.028,0.017,0.5094,TESSebs,Simbad
82580956,1,169.6294409593,-53.7139278786,-14.923,-4.482,8.056,1571.668897,0.001063747,1.8942674,2.1886648e-06,0.466,0.033,0.003,1.0,0.031,0.002,0.5,0.05878,0.004,0.9996,0.057,0.004,0.5,TESSebs,Simbad
271701447,1,187.1399756402,-56.4078170084,-232.658,-227.052,5.33,1570.995523,0.0005199437,1.6388205,3.8007957e-06,0.525,0.092,0.001,1.0,0.095,0.001,0.502,0.1353,0.001,0.9997,0.136,0.001,0.5,TESSebs,Simbad
141622065,1,89.228741696,-73.3426393715,1.301,20.042,9.799,1330.695245,0.003307311,2.9279902,5.4915814e-05,0.577,0.089,0.176,1.0,0.092,0.15,0.502,0.1346,0.204,0.9988,0.142,0.176,0.5,TESSebs,Simbad
398763011,1,180.1821984695,-57.9774518999,-10.77,2.148,9.386,1574.622616,0.001816585,9.3189094,0.001071971,0.452,0.053,0.009,0.9998,0.048,0.009,0.5,0.07515,0.011,0.9997,0.073,0.01,0.5002,TESSebs,Simbad
308851582,1,122.5862323234,-63.740336594,-45.044,60.645,9.897,1547.610246,0.0001469112,4.9124269,1.7284061e-06,0.193,0.026,0.206,1.0,0.025,0.021,0.501,0.03715,0.223,2.128e-05,0.044,0.023,0.5006,TESSebs,Simbad
260162199,1,92.8041353247,-55.9532498779,-37.211,43.024,11.908,1325.362991,0.0005427989,0.2680682,1.3428407e-07,0.754,0.107,0.098,1.0,0.115,0.048,0.5,0.2981,0.24,0.002103,0.271,0.197,0.5,TESSebs,Simbad
25078924,1,60.9309107712,-65.9728838151,6.015,18.104,10.705,1325.961426,0.01033344,0.9043827,1.0969539e-05,0.556,0.077,0.057,0.9893,,,,0.1269,0.087,0.0008545,0.079,0.014,0.5,TESSebs,Simbad
124604724,1,199.6730949786,-31.7186328392,6.839,-62.219,13.006,1570.875233,0.0009864129,0.1169202,1.2364966e-08,0.697,0.129,0.127,0.4991,,,,0.2387,0.227,0.9996,0.238,0.218,0.4999,TESSebs,Simbad
381948745,1,76.3683365792,-56.3028684329,1.465,7.85,9.846,1598.88154,7.808897e-05,1.5957514,2.0736081e-06,0.535,0.114,0.061,1.002,,,,0.1699,0.083,0.002297,,,,TESSebs,Simbad
181159386,1,174.3028704787,-38.3072005798,-6.075,2.292,11.169,1574.625123,0.04050194,5.6316349,1.7654913e-05,0.44,0.044,0.006,1.0,,,,0.05085,0.016,0.00886,,,,TESSebs,Simbad
306130391,1,179.1533428721,-63.7886089791,-6.318,1.172,9.66,1570.904287,0.0002298207,4.6452833,0.00016300206,0.402,0.048,0.043,1.0,0.048,0.031,0.5,0.06666,0.048,1.0,0.077,0.034,0.5002,TESSebs,Simbad
220474209,1,75.3849188711,-59.5128042741,23.83,58.33,10.29,1325.402985,4.785651e-05,0.9801495,4.9734499e-08,0.489,0.075,0.067,1.0,0.076,0.022,0.5,0.1088,0.075,2.252e-05,0.122,0.025,0.5007,TESSebs,Simbad
141766191,1,91.6805330509,-72.2151010761,-1.376,3.11,10.911,1598.355822,0.08924893,0.3735113,2.4645723e-07,1.002,0.25,0.034,1.0,0.247,0.033,0.492,,,,,,,TESSebs,Simbad
279615979,1,106.3438007289,-59.7264934368,-4.275,-22.569,12.571,1544.610916,8.834197e-05,0.2407307,1.8484817e-07,0.777,0.251,0.037,1.018,,,,,,,,,,TESSebs,Simbad
176910080,1,183.3466144559,-9.481578943,12.6,-35.4,9.978,1571.554793,0.0001472218,1.8573592,1.6477431e-05,0.52,0.079,0.057,1.0,,,,0.127,0.07,7.076e-05,0.166,0.011,0.4941,TESSebs,Simbad
102764828,1,155.5274611804,-45.407669815,-115.197,-243.716,12.501,1544.639402,0.09128926,0.6726622,6.4519301e-06,0.701,,,0.9698,,,0.561,0.3499,0.018,0.01149,0.359,0.007,0.5192,TESSebs,Simbad
468162834,1,170.4725086381,-65.4628505569,-255.36,170.48,11.382,1572.2367,0.009392343,2.617318,9.3198207e-05,0.64,,,,,,,,,,,,,TESSebs,Simbad
142105466,1,98.6280419601,-72.0523151171,-0.863,16.604,11.961,1598.301498,0.0006282907,0.4332051,6.5249503e-07,0.868,0.188,0.097,0.9985,0.222,0.074,0.495,,,,,,,TESSebs,Simbad
141127435,1,80.6869225698,-72.3386092108,-2.136,60.674,7.331,1600.986439,0.007604764,3.2422209,0.00033037751,0.825,0.194,0.007,1.001,0.349,0.003,0.517,,,,,,,TESSebs,Simbad
57652994,1,173.7619470223,-30.7245353137,-88.244,4.09,6.887,1570.34507,3.249199e-05,4.2785301,8.1127578e-05,0.367,0.103,2268.932,0.9142,,,,0.1112,0.027,0.9993,0.112,0.024,0.5,TESSebs,Simbad
266845051,1,175.5700035548,-57.565089132,-40.917,4.597,7.103,1571.254795,0.08314782,1.4697047,7.8419391e-06,0.958,0.251,0.005,1.001,0.257,0.004,0.504,,,,,,,TESSebs,Simbad
462267926,1,150.6811528506,-56.724526317,-6.79,1.39,11.506,1550.614876,0.0003050634,10.9399897,9.3317234e-05,0.389,0.062,0.349,1.0,0.056,0.205,0.324,0.09079,0.381,1.849e-05,0.082,0.23,0.3237,TESSebs,Simbad
55524055,1,72.0532257885,-63.6955132779,32.84,27.794,11.838,1325.387506,0.0001524319,2.649443,1.5192371e-06,0.269,0.033,0.168,1.0,0.03,0.039,0.5,0.04996,0.182,0.0002095,0.041,0.046,0.5,TESSebs,Simbad
307433122,1,125.673721194,-70.6749099832,-53.782,32.753,12.464,1364.07953,0.0001338158,27.8513812,1.3427041e-05,0.031,0.006,0.251,1.0,0.005,0.173,0.685,0.008565,0.267,4.797e-06,0.007,0.18,0.6848,TESSebs,Simbad
452500843,1,140.424849358,-73.3150358523,-36.167,45.99,10.957,1578.180859,0.1009776,8.4502808,0.028231719,0.712,0.024,0.015,0.9996,,,,,,,,,,TESSebs,Simbad
349790953,1,113.4547949993,-61.2924817343,-2.417,6.778,10.336,1571.180338,,1.5520821,2.7378193e-05,0.423,0.081,0.006,0.9912,,,,,,,,,,TESSebs,Simbad
150442264,1,97.7943291665,-61.8795420902,-9.142,12.087,6.293,1326.987074,0.01344942,2.9816876,3.4751332e-05,0.671,0.048,0.017,0.9973,,,,0.09953,0.03,0.001851,,,,TESSebs,Simbad
32449963,1,189.9383696743,-11.6471241098,-21.371,-39.391,9.505,1574.694806,0.01197207,6.5204909,0.00010647149,0.156,0.023,0.287,0.9982,0.028,0.051,0.523,0.03159,0.324,3.547e-05,0.163,0.011,0.5,TESSebs,Simbad
92902951,1,174.2449036634,-53.2098373315,-8.344,2.083,8.96,1572.841528,0.0002647502,2.2464835,6.9863906e-05,0.583,0.13,0.856,1.0,0.115,0.137,0.5,0.2094,0.968,1.0,0.174,0.218,0.5002,TESSebs,Simbad
467167691,1,167.8641562826,-65.629875614,-71.853,-33.592,9.304,1569.773783,0.003949932,0.359403,1.3440767e-06,0.933,0.262,0.078,1.011,0.247,0.052,0.513,,,,,,,TESSebs,Simbad
415873588,1,197.8226570252,-23.5904037722,15.145,-19.515,9.422,1572.205715,4.361708e-05,3.4913476,1.0826614e-05,0.5,0.071,0.383,1.0,0.073,0.376,0.5,0.1056,0.425,0.0001333,0.105,0.419,0.5001,TESSebs,Simbad
288027491,1,135.8619408411,-75.5029013266,-12.0,16.1,10.206,1580.468391,0.0002457438,32.2082685,0.00011644408,0.116,0.015,0.16,1.0,0.013,0.109,0.653,0.02185,0.17,1.0,0.02,0.115,0.6526,TESSebs,Simbad
141685465,1,90.4044330925,-73.4749177772,-6.473,30.922,11.374,1416.199451,0.001415617,7.8074225,9.6863305e-05,0.22,0.027,0.234,1.0,0.029,0.059,0.498,0.03959,0.251,0.0001908,0.045,0.061,0.5,TESSebs,Simbad
178859380,1,194.707132409,-36.9758248201,-74.559,-63.945,9.09,1570.979532,0.0003611901,0.3307902,6.0200459e-08,0.746,0.114,0.106,1.019,,,,0.3816,0.378,0.9995,0.348,0.31,0.5011,TESSebs,Simbad
29777922,1,64.3762602778,-66.8273304106,9.019,10.258,12.403,1570.600277,0.0001050759,0.5305975,6.4835298e-07,0.876,0.17,0.082,1.0,,,,,,,,,,TESSebs,Simbad
55404385,1,78.0127666045,-65.1757098074,40.091,58.907,6.608,1571.81904,3.066446e-05,2.9520513,2.3234695e-07,0.324,0.041,0.095,1.0,0.04,0.034,0.5,0.06029,0.105,1.0,0.057,0.039,0.5001,TESSebs,Simbad
124282575,1,197.3809488185,-34.0326815933,15.861,-19.4,10.062,1573.261039,2.893758e-05,4.8103945,0.00015409529,0.314,0.038,0.409,1.0,0.041,0.349,0.512,0.05471,0.444,3.938e-06,0.057,0.374,0.5121,TESSebs,Simbad
303441920,1,138.7289620649,-69.8670268022,-7.171,8.028,9.733,1570.88219,0.01823055,0.9176657,3.6999483e-06,0.885,0.241,0.007,1.0,0.217,0.003,0.456,,,,,,,TESSebs,Simbad
163648025,1,191.268843211,-49.2268582743,64.332,-89.715,15.156,1572.21767,0.00155071,1.7301722,4.5373352e-06,0.625,0.089,0.217,0.9997,,,,0.1867,0.307,0.0001965,,,,TESSebs,Simbad
355152971,1,130.0706116094,-65.7993423229,14.202,-1.366,10.228,1547.550746,0.0005509301,8.0760327,4.9892434e-05,0.452,0.055,0.287,1.0,0.054,0.123,0.5,0.08548,0.31,0.9999,0.076,0.14,0.5,TESSebs,Simbad
271596290,1,108.5086286767,-74.7111479126,5.837,6.669,10.261,1599.28381,2.351079e-05,1.282475,3.6597428e-08,0.576,,,0.9967,,,1.001,0.2611,0.112,0.9991,,,,TESSebs,Simbad
459809633,1,163.4616883134,-58.3121075009,-415.05,102.39,12.741,1570.213926,0.00164452,0.5094438,4.0801543e-05,0.632,0.104,0.013,0.9946,,,,,,,,,,TESSebs,Simbad
308184924,1,130.4337397522,-69.7854455645,-18.569,11.617,10.26,1573.17766,6.411944e-05,4.1284274,1.3322136e-05,0.311,0.046,0.267,1.0,0.035,0.055,0.371,0.06709,0.285,1.0,0.052,0.061,0.3705,TESSebs,Simbad
167654878,1,102.4461895041,-62.5048271522,-6.462,25.869,11.998,1544.606265,0.0001788648,0.4939027,2.1970507e-06,0.961,0.253,0.023,1.001,0.216,0.019,0.5,,,,,,,TESSebs,Simbad
1630690,1,188.1924436317,-16.4388612966,-80.035,18.779,10.049,1571.173452,6.079732e-05,0.4136605,1.2487834e-06,0.965,0.254,0.061,0.9993,0.228,0.058,0.5,,,,,,,TESSebs,Simbad
437322147,1,191.9775289283,-20.9831574774,14.296,-12.505,15.107,1578.706956,0.00378737,10.6151213,0.004392034,0.317,0.009,0.161,1.0,,,,0.01273,0.165,1.0,,,,TESSebs,Simbad
124095230,1,196.2741450626,-31.4367213078,15.201,-18.871,11.501,1567.979943,0.0005717629,10.6190279,1.2029113e-05,0.159,,,1.089,,,0.991,0.02844,0.045,0.0001394,,,,TESSebs,Simbad
452631268,1,143.971239172,-74.9387663307,14.809,6.062,9.518,1577.338811,6.821073e-05,22.122466,7.5914305e-05,0.025,0.007,0.139,1.0,,,,0.01047,0.148,1.192e-06,,,,TESSebs,Simbad
370101325,1,66.0950645394,-71.8550365511,3.568,5.175,12.528,1544.303895,0.0005224109,0.5090886,2.1615051e-06,0.897,0.2,0.067,0.9982,0.228,0.059,0.501,0.2666,0.082,0.9968,0.224,0.074,0.499,TESSebs,Simbad
350480660,1,85.9644509713,-57.1635014498,2.956,21.554,11.308,1386.352604,0.0002417414,4.4638235,9.3006821e-07,0.302,0.032,0.022,0.9994,,,,0.05653,0.031,0.9994,,,,TESSebs,Simbad
300871545,1,117.6575902609,-70.5336038981,-14.67,33.138,10.043,1327.375881,0.0001368586,4.8170762,4.4201933e-06,0.197,0.026,0.024,0.9999,0.019,0.001,0.5,0.03788,0.026,0.9999,0.05,0.001,0.4999,TESSebs,Simbad
219699532,1,192.3761456353,-19.8964724434,-39.326,12.959,8.297,1571.469284,0.000902214,1.0810901,5.4938167e-05,0.594,0.129,0.074,1.001,0.138,0.011,0.495,0.2082,0.086,0.001495,0.252,0.019,0.4905,TESSebs,Simbad
309658221,1,79.2537140265,-61.5145883481,5.8,11.8,9.857,1334.825188,0.0005490667,7.5949887,2.8242453e-05,0.247,0.029,0.029,1.0,0.029,0.019,0.5,0.04119,0.031,0.9999,0.042,0.021,0.5,TESSebs,Simbad
167692429,1,102.7160308085,-63.4311132941,1.822,15.988,10.507,1330.575659,0.0002072216,10.2628479,5.6030761e-06,0.172,0.028,0.196,1.0,0.034,0.127,0.459,0.04073,0.215,0.9999,0.049,0.138,0.4595,TESSebs,Simbad
459293335,1,162.3885654483,-57.031429742,-10.99,-32.37,9.1,1570.533008,0.02778753,1.2092164,0.00021491482,0.486,,,1.0,,,0.52,0.2745,0.001,0.979,,,,TESSebs,Simbad
458859364,1,161.30091986,-59.7501221738,-6.836,2.227,7.444,1571.725391,0.02146575,2.2997312,6.745655e-05,0.59,0.124,0.132,1.01,0.117,0.101,0.507,0.1797,0.158,0.001049,0.177,0.127,0.5,TESSebs,Simbad
462785373,1,152.1226314838,-57.7222060219,-19.867,9.325,8.862,1569.102342,5.635324,31.8437697,0.0094143042,0.162,,,,,,,0.01373,0.027,0.1524,0.012,0.021,0.653,TESSebs,Simbad
446832107,1,156.3021672948,-53.4841472106,-72.877,-3.861,10.554,1544.243461,0.0002709081,6.1945476,4.8617424e-05,0.217,0.027,0.155,1.0,0.03,0.014,0.5,0.04046,0.156,2.441e-05,0.04,0.012,0.4999,TESSebs,Simbad
433277449,1,182.8075071192,-57.6729036851,-76.952,151.226,14.958,1574.686269,0.009044434,6.2020381,0.0043565234,0.376,,,,,,,,,,,,,TESSebs,Simbad
298700310,1,143.0101977629,-50.9794459063,-199.209,120.427,10.236,1543.951596,0.001492162,0.7130761,4.555262e-05,0.735,0.122,0.004,0.9961,,,,0.3479,0.011,0.9934,0.347,0.007,0.5,TESSebs,Simbad
279089927,1,102.6262615876,-58.6328134968,1.466,13.251,11.901,1599.206338,0.0002840716,1.9059241,7.6780628e-06,0.772,0.226,0.156,1.0,0.235,0.137,0.501,,,,,,,TESSebs,Simbad
382517745,1,117.4521085788,-64.042379182,-9.623,18.678,10.599,1603.214022,7.534595e-05,10.4410548,1.2945753e-05,0.069,0.012,0.119,1.0,,,,0.01679,0.127,1.0,0.015,0.015,0.4954,TESSebs,Simbad
453097744,1,113.8852394317,-71.4814600187,6.516,-0.754,11.415,1598.209823,0.000672743,1.0572138,3.9996914e-06,0.782,0.128,0.094,0.9988,,,,0.408,0.284,0.9994,0.381,0.201,0.5,TESSebs,Simbad
402447670,1,168.7058994314,-70.360464798,-18.43,2.967,7.777,1573.746084,0.04441197,4.3536788,0.00039094166,0.868,0.262,0.024,1.001,0.205,0.007,0.499,0.3441,0.027,0.4995,,,,TESSebs,Simbad
458474559,1,160.0437022119,-54.4555525013,-77.56,12.151,10.699,1570.760461,0.008314931,1.3905824,0.00061075641,0.524,0.089,0.002,0.9999,,,,0.1898,0.004,0.006062,,,,TESSebs,Simbad
348897766,1,106.0341077796,-63.4307501763,-18.486,49.47,9.552,1325.631569,9.780838e-06,0.4420565,8.0787584e-09,0.81,0.126,0.106,0.9987,0.14,0.095,0.499,0.1739,0.212,0.5,0.061,0.193,0.5394,TESSebs,Simbad
140659980,1,72.4733528184,-72.4626185802,8.85,-18.881,8.985,1602.037316,0.0001141559,9.4400721,2.3993181e-06,0.085,0.015,0.045,1.0,0.02,0.027,0.473,0.02132,0.049,1.0,0.028,0.029,0.4732,TESSebs,Simbad
23328912,1,167.4470565379,-35.4043181321,-12.809,9.456,8.758,1571.249904,0.0005871725,2.5640164,3.8824156e-06,0.52,0.03,0.006,0.9999,,,,0.04858,0.009,0.0001938,0.121,0.003,0.4841,TESSebs,Simbad
165458777,1,180.1513487549,-39.2597527484,-13.746,-24.217,10.176,1571.011702,8.774867e-05,0.2926701,6.0474956e-07,0.759,0.152,0.227,1.0,0.15,0.206,0.501,0.3499,0.426,0.0005182,0.318,0.402,0.5019,TESSebs,Simbad
29778064,1,64.3548175859,-66.4046852727,21.273,-5.947,11.826,1544.702108,0.002445868,0.4946419,1.5255756e-06,0.635,0.141,0.18,1.005,0.128,0.021,0.504,0.2057,0.218,0.0001213,,,,TESSebs,Simbad
410654298,1,177.0091116827,-66.1148828222,-271.91,170.67,7.81,1584.416263,0.00117955,19.9520732,0.0073926915,0.05,0.011,0.113,1.0,0.011,0.053,0.825,0.0148,0.126,6.043e-05,0.015,0.089,0.4981,TESSebs,Simbad
349308842,1,109.7469346348,-61.3988247405,-1.15,5.948,11.884,1414.565521,0.001447213,3.5827778,1.7208517e-05,0.384,0.045,0.022,0.9999,,,,0.07854,0.05,0.9994,,,,TESSebs,Simbad
303811839,1,164.5428216966,-55.9822585037,-24.6,3.8,10.0,1570.335192,0.0006068771,6.9206307,0.00050976134,0.123,0.013,0.02,1.0,,,,0.01996,0.024,5.582e-05,,,,TESSebs,Simbad
219912046,1,154.5499719077,-50.8236933579,-16.4,11.6,7.638,1544.155615,4.729874e-05,1.7797694,6.5005243e-06,0.516,0.079,0.06,1.0,0.068,0.001,0.5,0.1224,0.067,1.0,0.137,0.005,0.5,TESSebs,Simbad
302995864,1,136.4691544861,-69.5751990451,-17.248,7.735,8.374,1545.33129,0.0003877058,1.2814346,3.136495e-08,0.617,0.091,0.067,1.0,0.091,0.063,0.484,0.145,0.088,0.9997,0.139,0.084,0.4831,TESSebs,Simbad
5868998,1,187.7821537834,-23.7735638909,-35.236,-35.044,13.937,1571.067575,0.1425368,0.6356447,0.00011728278,0.443,0.057,0.014,1.06,,,,0.09831,0.031,0.8332,,,,TESSebs,Simbad
370101492,1,69.8864637277,-71.7768351721,14.689,7.5,10.56,1571.561682,0.01600707,1.6318813,2.4859993e-06,0.766,0.152,0.097,0.9983,,,,0.3622,0.236,0.008154,,,,TESSebs,Simbad
422327572,1,203.192295,-17.758987,-30.7,-46.34,7.887,1570.861987,6.707718e-05,0.4095596,0.00011446756,0.857,0.191,0.089,0.4863,0.15,0.085,0.985,0.3006,0.137,0.003543,0.266,0.13,0.5,TESSebs,Simbad
97908039,1,199.2494748607,-26.2544609676,-65.095,-10.8,12.356,1573.188061,,5.1397073,0.0064080647,0.6,0.246,0.009,0.01869,,,,,,,,,,TESSebs,Simbad
341193555,1,119.254165525,-59.1907165775,-5.0,13.4,11.2,1570.629766,0.000571062,9.7242239,0.00033783201,0.134,0.017,0.083,1.0,0.017,0.028,0.519,0.02276,0.088,4.415e-05,0.024,0.027,0.5184,TESSebs,Simbad
260536927,1,96.9482175165,-59.2157768836,-3.789,10.548,11.537,1599.423616,0.0005750967,5.729652,7.2163961e-06,0.335,,,1.001,,,0.99,0.03665,0.015,0.9994,,,,TESSebs,Simbad
317642317,1,172.7955175905,-65.7422496658,-6.806,-1.001,8.572,1570.595498,0.008102827,1.3872943,1.2857685e-05,0.72,0.144,0.233,0.9948,,,,0.2931,0.386,0.0006578,0.274,0.326,0.4999,TESSebs,Simbad
278956474,1,101.4218605287,-57.1380883293,4.289,-2.211,12.964,1327.960807,0.0002631206,5.4880499,1.1506024e-05,0.314,0.037,0.082,1.007,,,,0.05886,0.1,0.007243,0.083,0.01,0.5,TESSebs,Simbad
260132330,1,92.597023134,-56.3777217671,-6.036,-5.497,9.815,1417.551242,0.0001687179,17.2987798,1.6990495e-05,0.075,0.012,0.06,1.0,0.01,0.005,0.151,0.01723,0.065,1.242e-05,0.017,0.006,0.1509,TESSebs,Simbad
55497281,1,71.7177334241,-60.603527384,49.528,130.922,7.198,1607.21355,3.635927e-05,14.9053608,1.3565754e-06,0.07,0.013,0.343,1.0,0.019,0.29,0.462,0.0186,0.373,9.893e-06,0.027,0.314,0.4621,TESSebs,Simbad
401227592,1,187.7295711009,-52.0803638213,-6.883,33.728,10.345,1571.618845,0.008745781,1.3990757,0.00021877231,0.477,0.166,0.001,0.0005147,,,,0.2095,0.002,0.005684,,,,TESSebs,Simbad
386166904,1,139.2656351578,-54.9012518352,-11.848,10.501,9.83,1545.517561,5.290535e-05,12.3556695,7.9758985e-05,0.189,0.028,0.276,1.0,0.04,0.148,0.305,0.03953,0.298,1.0,0.058,0.158,0.3052,TESSebs,Simbad
425064757,1,82.9181660604,-69.8839329479,-12.109,51.071,11.359,1598.424348,4.990093e-06,0.2615397,2.4370772e-09,0.447,0.059,0.301,0.9995,,,,0.08768,0.416,0.9995,,,,TESSebs,Simbad
177077475,1,103.2067688903,-70.4303053124,10.748,-12.666,10.176,1363.669777,0.02773355,23.4262368,0.00042831231,0.051,0.004,0.008,0.999,,,,0.005685,0.017,0.0002009,,,,TESSebs,Simbad
238196979,1,57.0334549919,-72.8902868419,20.735,35.789,11.098,1363.402162,0.001353974,9.4228509,3.5198894e-05,0.313,0.025,0.089,0.9998,,,,0.04465,0.118,0.9999,,,,TESSebs,Simbad
287328866,1,109.7646489833,-58.8450632481,2.274,-9.071,12.403,1598.809076,0.0001973325,2.0767992,2.1727218e-06,0.4,0.041,0.022,1.0,0.045,0.017,0.5,0.06511,0.024,3.63e-05,0.058,0.019,0.5,TESSebs,Simbad
149573659,1,86.6123151777,-61.6994750102,8.584,8.327,11.055,1412.492457,0.0001432403,4.373719,1.1529184e-06,0.175,0.024,0.109,1.0,0.024,0.019,0.5,0.03453,0.117,7.626e-05,0.036,0.02,0.5,TESSebs,Simbad
399144800,1,163.1999471859,-67.3878145539,-100.262,79.575,10.639,1580.344167,12.26009,27.2154167,0.00040470098,0.124,,,,,,,,,,,,,TESSebs,Simbad
162585265,1,170.3411245036,-47.6007870219,-68.263,-27.022,9.305,1571.073096,9.58212e-05,0.5123344,1.8991714e-06,0.593,0.131,0.399,1.0,0.129,0.259,0.502,0.2136,0.456,1.0,0.189,0.317,0.5017,TESSebs,Simbad
22457438,1,186.889632,-18.608055,-157.56,57.17,9.305,1571.283005,0.0001795027,0.3606758,4.7402654e-07,0.717,0.114,0.185,0.9998,,,,0.2881,0.402,0.9993,0.255,0.37,0.5009,TESSebs,Simbad
98628827,1,185.3845231294,-11.7817084769,2.001,-26.971,8.451,1571.058791,0.005096782,0.4908602,0.00016200855,0.921,,,,,,,,,,,,,TESSebs,Simbad
